siteId,seqNo,date,time,temp1,temp2,temp3,humidity1,humidity2,humidity3,light
1002, 0, 2021-12-28, 00:01:04, ?, 20.9, 20.1, ?, 87, 93, 1.25
1002, 1, 2021-12-28, 00:02:04, ?, 21, 20.3, ?, 82, 93, 1.458
1002, 2, 2021-12-28, 00:03:03, ?, 21.1, 20.5, ?, 94, 93, 1.25
1002, 3, 2021-12-28, 00:04:03, ?, 21.5, 21, ?, 94, 94, 1.25
1002, 4, 2021-12-28, 00:05:01, 20.9, 21.7, 21.2, 99.9, 94, 94, 1.25
1002, 5, 2021-12-28, 00:06:03, ?, 21.9, 21.4, ?, 94, 94, 1.25
1002, 6, 2021-12-28, 00:07:03, ?, 22.1, 21.5, ?, 95, 94, 1.25
1002, 7, 2021-12-28, 00:08:04, ?, 22.4, 21.9, ?, 95, 94, 1.25
1002, 8, 2021-12-28, 00:09:03, ?, 22.6, 22, ?, 95, 95, 1.25
1002, 9, 2021-12-28, 00:10:01, 21.4, 22.3, 21.9, 99.9, 95, 94, 1.25
1002, 10, 2021-12-28, 00:11:03, ?, 22.2, 21.7, ?, 95, 94, 1.25
1002, 11, 2021-12-28, 00:12:01, 21.5, 22.3, 21.7, 99.9, 95, 94, 1.25
1002, 12, 2021-12-28, 00:13:04, ?, 22.3, 21.7, ?, 95, 94, 1.25
1002, 13, 2021-12-28, 00:14:01, 21.6, 22.4, 21.9, 99.9, 95, 94, 1.25
1002, 14, 2021-12-28, 00:15:03, ?, 22.4, 21.9, ?, 95, 94, 1.25
1002, 15, 2021-12-28, 00:16:01, 21.5, 22.4, 21.9, 99.9, 95, 94, 1.25
1002, 16, 2021-12-28, 00:17:04, ?, 22.2, 21.7, ?, 95, 94, 1.25
1002, 17, 2021-12-28, 00:18:03, ?, 22.1, 21.4, ?, 95, 94, 1.25
1002, 18, 2021-12-28, 00:19:01, 21.3, 22.1, 21.5, 99.9, 95, 94, 1.25
1002, 19, 2021-12-28, 00:20:03, ?, 22.3, 21.8, ?, 95, 94, 1.25
1002, 20, 2021-12-28, 00:21:01, 21.4, 22.2, 21.7, 99.9, 95, 94, 1.25
1002, 21, 2021-12-28, 00:22:03, ?, 22.1, 21.6, ?, 95, 94, 1.25
1002, 22, 2021-12-28, 00:23:01, 21.3, 22.1, 21.5, 99.9, 95, 94, 1.25
