Date,Time,average_temp,average_humidity
2020-10-26, 01:00:31,22.46666666666667,96.63333333333333
2020-10-26, 02:00:31,22.066666666666666,96.26666666666667
2020-10-26, 04:00:01,21.233333333333334,95.96666666666665
2020-10-26, 04:00:31,21.233333333333334,95.96666666666665
2020-10-26, 05:00:31,21.233333333333334,95.96666666666665
2020-10-26, 06:00:30,20.96666666666667,95.63333333333333
2020-10-26, 07:00:31,27.1,89.83333333333334
2020-10-26, 08:00:31,32.083333333333336,62.650000000000006
2020-10-26, 09:00:31,36.2,49.86666666666666
2020-10-26, 10:00:30,35.85,52.150000000000006
2020-10-26, 11:00:30,38.599999999999994,44.733333333333334
2020-10-26, 12:00:31,39.66666666666667,41.733333333333334
2020-10-26, 13:00:30,33.516666666666666,62.53333333333333
2020-10-26, 14:00:31,33.61666666666667,60.366666666666674
2020-10-26, 15:00:31,33.95,59.06666666666666
2020-10-26, 16:00:00,31.166666666666668,73.63333333333334
2020-10-26, 17:00:31,27.96666666666667,92.30000000000001
2020-10-26, 18:00:31,25.53333333333333,95.56666666666666
2020-10-26, 20:00:31,24.5,96.63333333333333
2020-10-26, 22:00:01,24.366666666666664,96.63333333333333
2020-10-27, 01:00:31,24.266666666666666,96.63333333333333
2020-10-27, 02:00:01,23.933333333333334,96.63333333333333
2020-10-27, 04:00:01,23.400000000000002,96.63333333333333
2020-10-27, 06:00:00,22.733333333333334,96.63333333333333
2020-10-27, 06:00:30,22.7,96.63333333333333
2020-10-27, 08:00:00,27.933333333333334,93.2
2020-10-27, 08:00:31,27.900000000000002,93.53333333333335
2020-10-27, 09:00:00,31.5,78.13333333333334
2020-10-27, 09:00:31,31.599999999999998,77.76666666666667
2020-10-27, 10:00:00,32.56666666666666,69.23333333333333
2020-10-27, 10:00:31,32.46666666666667,70.83333333333333
2020-10-27, 11:00:01,33.833333333333336,63.6
2020-10-27, 11:00:30,34.4,60.9
2020-10-27, 12:00:01,33.73333333333333,61.36666666666667
2020-10-27, 12:00:31,33.699999999999996,62.699999999999996
2020-10-27, 13:00:00,33.86666666666667,59.833333333333336
2020-10-27, 13:00:30,33.96666666666667,60.56666666666666
2020-10-27, 14:00:31,31.816666666666666,73.36666666666667
2020-10-27, 15:00:31,31.099999999999998,75.98333333333333
2020-10-27, 16:00:31,28.950000000000003,88.36666666666667
2020-10-27, 17:00:30,26.633333333333336,94.3
2020-10-27, 18:00:31,25.416666666666664,94.93333333333334
2020-10-27, 21:00:31,23.8,96.63333333333333
2020-10-27, 22:00:01,23.566666666666666,96.63333333333333
2020-10-27, 22:00:31,23.53333333333333,96.63333333333333
2020-10-27, 23:00:01,23.766666666666666,96.63333333333333
2020-10-28, 03:00:31,22.666666666666668,96.63333333333333
2020-10-28, 05:00:01,22.46666666666667,96.63333333333333
2020-10-28, 06:00:30,22.133333333333336,96.3
2020-10-28, 07:00:31,25.833333333333332,95.96666666666665
2020-10-28, 08:00:00,29.666666666666668,87.03333333333335
2020-10-28, 08:00:31,29.733333333333334,86.8
2020-10-28, 09:00:01,33.8,67.43333333333334
2020-10-28, 09:00:31,33.86666666666667,67.33333333333333
2020-10-28, 14:00:01,32.93333333333334,63.03333333333333
2020-10-28, 14:00:31,32.9,61.36666666666667
2020-10-28, 15:00:01,30.53333333333333,78.2
2020-10-28, 15:00:31,30.433333333333337,78.63333333333334
2020-10-28, 16:00:01,29.8,79.5
2020-10-28, 16:00:31,29.733333333333334,80.06666666666666
2020-10-28, 17:00:31,26.633333333333336,94.06666666666666
2020-10-28, 18:00:31,25.166666666666668,95.53333333333335
2020-10-28, 20:00:01,24.099999999999998,96.63333333333333
2020-10-28, 21:00:32,23.8,96.63333333333333
2020-10-28, 22:00:01,24.0,96.63333333333333
2020-10-28, 23:00:01,23.266666666666666,96.63333333333333
2020-10-29, 01:00:01,22.933333333333334,96.63333333333333
2020-10-29, 02:00:01,22.733333333333334,96.63333333333333
2020-10-29, 02:00:31,22.733333333333334,96.63333333333333
2020-10-29, 04:00:01,21.833333333333332,96.3
2020-10-29, 06:00:01,21.366666666666664,95.96666666666665
2020-10-29, 08:00:01,31.066666666666663,75.96666666666667
2020-10-29, 08:00:31,31.03333333333333,75.8
2020-10-29, 09:00:01,34.13333333333333,56.26666666666667
2020-10-29, 09:00:31,33.96666666666667,55.96666666666667
2020-10-29, 10:00:01,30.46666666666667,73.43333333333334
2020-10-29, 10:00:31,30.633333333333336,73.89999999999999
2020-10-29, 11:00:00,33.46666666666667,59.56666666666666
2020-10-29, 11:00:31,33.5,60.36666666666667
2020-10-29, 12:00:02,35.333333333333336,56.03333333333333
2020-10-29, 12:00:31,34.8,60.300000000000004
2020-10-29, 13:00:01,31.53333333333333,70.13333333333334
2020-10-29, 13:00:31,31.433333333333334,72.13333333333334
2020-11-01, 10:00:01,29.3,88.63333333333333
2020-11-01, 10:00:30,29.23333333333333,89.3
2020-11-01, 11:00:01,30.03333333333333,89.63333333333333
2020-11-01, 11:00:30,30.233333333333334,89.96666666666665
2020-11-01, 14:00:37,29.400000000000002,87.96666666666665
2020-11-01, 15:00:37,31.46666666666667,79.3
2020-11-01, 16:00:07,30.46666666666667,84.63333333333334
2020-11-01, 16:00:37,30.53333333333333,84.3
2020-11-01, 17:00:07,28.2,95.3
2020-11-01, 17:00:50,28.2,94.96666666666665
2020-11-01, 18:00:07,26.2,96.63333333333333
2020-11-01, 19:00:07,25.166666666666668,96.63333333333333
2020-11-01, 20:00:08,25.133333333333336,96.63333333333333
2020-11-02, 01:00:47,24.550000000000004,96.63333333333333
2020-11-02, 02:00:37,24.216666666666665,96.63333333333333
2020-11-02, 03:00:47,24.100000000000005,96.63333333333333
2020-11-02, 04:00:37,24.066666666666663,96.63333333333333
2020-11-02, 05:00:37,23.950000000000003,96.63333333333333
2020-11-02, 06:00:50,23.53333333333333,96.63333333333333
2020-11-02, 08:00:07,26.633333333333336,92.36666666666667
2020-11-02, 09:00:07,30.166666666666668,87.3
2020-11-02, 09:00:37,30.099999999999998,88.96666666666665
2020-11-02, 10:00:37,30.166666666666668,92.13333333333333
2020-11-02, 11:00:37,30.150000000000002,90.46666666666665
2020-11-02, 12:00:37,33.7,67.38333333333333
2020-11-02, 13:00:37,36.06666666666666,60.28333333333333
2020-11-02, 14:00:37,32.233333333333334,74.03333333333333
2020-11-02, 15:00:37,34.1,66.03333333333333
2020-11-02, 16:00:37,28.916666666666668,93.44999999999999
2020-11-02, 17:00:37,27.049999999999997,96.63333333333333
2020-11-02, 18:00:07,25.53333333333333,96.63333333333333
2020-11-02, 21:00:37,24.166666666666668,96.63333333333333
2020-11-02, 22:00:37,24.0,96.63333333333333
2020-11-02, 23:00:37,23.5,96.63333333333333
2020-11-03, 05:00:07,22.3,96.63333333333333
2020-11-03, 05:00:37,22.266666666666666,96.63333333333333
2020-11-03, 07:00:37,25.2,96.63333333333333
2020-11-03, 08:00:37,28.366666666666664,95.96666666666665
2020-11-03, 09:00:07,32.4,74.03333333333333
2020-11-03, 09:00:37,32.33333333333333,74.43333333333334
2020-11-03, 10:00:37,32.03333333333333,75.33333333333333
2020-11-03, 11:00:17,34.300000000000004,69.43333333333334
2020-11-03, 11:00:37,34.300000000000004,69.06666666666666
2020-11-03, 12:00:07,33.76666666666667,64.23333333333333
2020-11-03, 12:00:37,34.1,63.03333333333333
2020-11-03, 13:00:17,36.733333333333334,51.93333333333334
2020-11-03, 13:00:37,36.733333333333334,52.166666666666664
2020-11-03, 14:00:17,35.43333333333334,55.03333333333333
2020-11-03, 14:00:37,35.36666666666667,55.800000000000004
2020-11-03, 15:00:07,31.5,72.36666666666666
2020-11-03, 15:00:37,31.433333333333334,73.43333333333334
2020-11-03, 16:00:37,29.0,93.16666666666667
2020-11-03, 17:00:20,26.633333333333336,96.63333333333333
2020-11-03, 17:00:37,26.633333333333336,96.63333333333333
2020-11-03, 19:00:07,23.599999999999998,96.63333333333333
2020-11-03, 19:00:47,23.633333333333336,96.63333333333333
2020-11-03, 20:00:37,23.56666666666667,96.63333333333333
2020-11-03, 21:00:46,23.28333333333333,96.63333333333333
2020-11-03, 23:00:07,22.8,96.63333333333333
2020-11-04, 01:00:07,22.633333333333336,96.63333333333333
2020-11-04, 02:00:37,22.600000000000005,96.63333333333333
2020-11-04, 04:00:07,22.03333333333333,96.3
2020-11-04, 04:00:37,22.03333333333333,96.3
2020-11-04, 05:00:37,21.633333333333336,96.3
2020-11-04, 06:00:07,21.3,95.96666666666665
2020-11-04, 08:00:07,27.933333333333334,93.63333333333333
2020-11-04, 09:00:07,31.599999999999998,77.76666666666667
2020-11-04, 09:00:37,31.53333333333333,79.36666666666666
2020-11-04, 10:00:07,33.76666666666667,64.89999999999999
2020-11-04, 10:00:37,33.9,68.06666666666666
2020-11-04, 11:00:07,33.36666666666667,67.2
2020-11-04, 11:00:45,33.699999999999996,67.53333333333333
2020-11-04, 12:00:37,34.45,63.45
2020-11-04, 13:00:37,32.650000000000006,73.76666666666667
2020-11-04, 14:00:37,31.8,84.35
2020-11-04, 16:00:37,23.46666666666667,96.63333333333333
2020-11-04, 19:00:37,23.133333333333336,96.63333333333333
2020-11-04, 20:00:17,22.8,96.63333333333333
2020-11-04, 20:00:37,22.8,96.63333333333333
2020-11-04, 21:00:07,22.7,96.63333333333333
2020-11-04, 22:00:37,22.666666666666668,96.63333333333333
2020-11-05, 02:00:07,21.96666666666667,96.3
2020-11-05, 04:00:19,21.566666666666666,96.3
2020-11-05, 05:00:37,21.666666666666668,96.3
2020-11-05, 06:00:07,21.833333333333332,96.3
2020-11-05, 07:00:20,26.366666666666664,96.63333333333333
2020-11-05, 07:00:37,26.46666666666667,96.63333333333333
2020-11-05, 08:00:17,32.13333333333333,76.03333333333333
2020-11-05, 08:00:37,32.13333333333333,76.06666666666666
2020-11-05, 09:00:07,34.03333333333333,62.5
2020-11-05, 09:00:37,34.06666666666666,63.666666666666664
2020-11-05, 10:00:17,35.96666666666666,55.4
2020-11-05, 10:00:37,35.96666666666666,55.23333333333333
2020-11-05, 11:00:17,33.166666666666664,69.7
2020-11-05, 11:00:37,33.199999999999996,66.53333333333333
2020-11-05, 12:00:15,34.1,67.23333333333333
2020-11-05, 12:00:37,34.06666666666666,65.39999999999999
2020-11-05, 13:00:37,35.75,73.98333333333332
2020-11-05, 14:00:37,31.9,78.48333333333333
2020-11-05, 15:00:07,25.166666666666668,96.63333333333333
2020-11-05, 16:00:49,25.766666666666666,96.63333333333333
2020-11-05, 17:00:37,24.266666666666666,96.63333333333333
2020-11-05, 18:00:49,24.2,96.63333333333333
2020-11-05, 19:00:37,23.8,96.63333333333333
2020-11-05, 20:00:07,22.833333333333332,96.63333333333333
2020-11-05, 22:00:07,21.899999999999995,96.3
2020-11-05, 22:00:37,21.866666666666664,96.3
2020-11-06, 01:00:37,21.400000000000002,95.96666666666665
2020-11-06, 03:00:07,20.666666666666668,95.63333333333333
2020-11-06, 03:00:37,20.666666666666668,95.63333333333333
2020-11-06, 04:00:07,20.633333333333336,95.63333333333333
2020-11-06, 05:00:37,20.366666666666667,95.3
2020-11-06, 07:00:37,25.166666666666668,96.63333333333333
2020-11-06, 08:00:07,31.5,82.0
2020-11-06, 08:00:37,31.533333333333335,82.36666666666666
2020-11-06, 09:00:07,32.43333333333333,75.2
2020-11-06, 09:00:37,32.36666666666667,75.2
2020-11-06, 10:00:01,35.53333333333334,59.699999999999996
2020-11-06, 10:00:31,35.800000000000004,56.96666666666667
2020-11-06, 11:00:31,36.16666666666667,53.93333333333333
2020-11-06, 13:00:01,31.599999999999998,67.73333333333333
2020-11-06, 13:00:31,31.566666666666666,71.8
2020-11-06, 14:00:01,28.599999999999998,83.16666666666667
2020-11-06, 15:00:31,31.616666666666667,73.23333333333333
2020-11-06, 16:00:01,28.733333333333334,89.10000000000001
2020-11-06, 18:00:31,24.566666666666666,96.63333333333333
2020-11-06, 19:00:01,24.5,96.63333333333333
2020-11-06,  21:20:00:31,24.599999999999998,96.63333333333333
2020-11-06,00:31,24.433333333333334,96.63333333333333
2020-11-07, 00:00:31,23.3,96.63333333333333
2020-11-07, 01:00:31,22.333333333333332,96.63333333333333
2020-11-07, 03:00:31,23.166666666666668,96.63333333333333
2020-11-07, 04:00:31,23.7,96.63333333333333
2020-11-07, 05:00:01,23.2,96.63333333333333
2020-11-07, 05:00:31,23.3,96.63333333333333
2020-11-07, 07:00:01,22.73333333333333,96.63333333333333
2020-11-07, 07:00:31,22.76666666666667,96.63333333333333
2020-11-07, 09:00:01,32.36666666666667,68.06666666666666
2020-11-07, 09:00:31,32.6,65.56666666666666
2020-11-07, 10:00:00,36.099999999999994,56.699999999999996
2020-11-07, 10:00:31,36.36666666666667,53.9
2020-11-07, 11:00:01,35.233333333333334,58.699999999999996
2020-11-07, 11:00:31,35.43333333333333,59.699999999999996
2020-11-07, 12:00:01,33.166666666666664,67.7
2020-11-07, 12:00:31,31.96666666666667,68.0
2020-11-07, 13:00:31,36.36666666666666,62.31666666666666
2020-11-07, 14:00:01,30.099999999999998,89.0
2020-11-07, 15:00:31,32.63333333333334,66.93333333333334
2020-11-07, 16:00:31,31.483333333333334,70.63333333333333
2020-11-07, 17:00:31,24.883333333333333,96.63333333333333
2020-11-07, 18:00:31,23.433333333333334,96.63333333333333
2020-11-07, 20:00:01,22.566666666666666,96.63333333333333
