average_internal_temp,average_internal_humidity,light
23.03333333333333,96.63333333333333, 1.042
23.133333333333336,96.63333333333333, 1.042
23.0,96.63333333333333, 1.042
22.96666666666667,96.63333333333333, 1.042
22.5,96.63333333333333, 1.042
22.666666666666668,96.63333333333333, 1.042
22.899999999999995,96.63333333333333, 1.042
23.03333333333333,96.63333333333333, 1.042
22.8,96.63333333333333, 1.042
22.833333333333332,96.63333333333333, 1.042
22.400000000000002,96.63333333333333, 1.042
22.633333333333336,96.63333333333333, 48.333
23.46666666666667,96.63333333333333, 2028.33
27.366666666666664,96.63333333333333, 5508.33
27.566666666666666,96.63333333333333, 6637.08
29.066666666666666,91.13333333333333, 8027.5
31.066666666666663,80.89999999999999, 10360.4
30.8,71.93333333333334, 10798.3
32.13333333333333,66.96666666666667, 12579.6
32.266666666666666,75.03333333333333, 9856.67
30.666666666666668,88.03333333333335, 5907.5
27.333333333333332,96.63333333333333, 3032.08
26.3,96.63333333333333, 1579.58
24.3,96.63333333333333, 2.5
23.166666666666668,96.63333333333333, 1.042
23.0,96.63333333333333, 1.042
22.96666666666667,96.63333333333333, 1.042
23.0,96.63333333333333, 1.042
22.833333333333332,96.63333333333333, 1.042
22.53333333333333,96.63333333333333, 1.042
22.399999999999995,96.63333333333333, 1.042
22.099999999999998,96.3, 1.042
21.8,96.3, 1.042
21.7,96.3, 1.042
21.3,95.96666666666665, 1.042
21.566666666666666,96.3, 144.167
26.399999999999995,96.63333333333333, 4827.08
30.666666666666668,85.53333333333335, 7209.17
32.36666666666667,76.43333333333334, 5682.92
34.7,56.53333333333333, 7271.25
35.96666666666667,53.4, 25959.2
35.96666666666667,51.56666666666666, 12418.7
30.733333333333334,82.60000000000001, 5444.17
29.933333333333334,88.7, 1794.17
25.03333333333333,96.63333333333333, 570.417
26.400000000000002,96.63333333333333, 2595.83
26.0,96.63333333333333, 625.417
24.333333333333332,96.63333333333333, 1.25
23.666666666666668,96.63333333333333, 1.042
23.399999999999995,96.63333333333333, 1.042
23.566666666666666,96.63333333333333, 1.042
23.46666666666667,96.63333333333333, 1.042
22.96666666666667,96.63333333333333, 1.042
22.599999999999998,96.63333333333333, 1.042
22.833333333333332,96.63333333333333, 1.042
22.53333333333333,96.63333333333333, 1.042
22.5,96.63333333333333, 1.042
22.3,96.63333333333333, 1.042
22.5,96.63333333333333, 1.042
22.2,96.3, 61.667
23.666666666666668,96.63333333333333, 2231.67
26.433333333333337,96.63333333333333, 4712.5
33.06666666666667,83.60000000000001, 9053.33
35.1,61.26666666666667, 14174.6
35.666666666666664,61.300000000000004, 27306.2
36.46666666666667,54.86666666666667, 19848.8
33.1,68.46666666666667, 13508.7
30.8,81.10000000000001, 6230.42
28.166666666666668,96.63333333333333, 2072.08
27.3,96.63333333333333, 869.167
26.400000000000002,96.63333333333333, 1083.75
24.766666666666666,96.63333333333333, 2.083
24.46666666666667,96.63333333333333, 1.042
23.96666666666667,96.63333333333333, 1.042
23.666666666666668,96.63333333333333, 1.042
23.53333333333333,96.63333333333333, 1.042
23.46666666666667,96.63333333333333, 1.042
23.53333333333333,96.63333333333333, 1.042
23.099999999999998,96.63333333333333, 1.042
22.666666666666668,96.63333333333333, 1.042
22.333333333333332,96.63333333333333, 1.042
22.5,96.63333333333333, 1.042
22.566666666666666,96.63333333333333, 1.042
22.46666666666667,96.63333333333333, 71.25
23.03333333333333,96.63333333333333, 1211.67
30.066666666666666,91.83333333333333, 5162.92
32.6,75.7, 10412.5
34.43333333333333,67.23333333333333, 15894.2
36.3,58.13333333333333, 27306.2
31.5,81.53333333333333, 8252.92
32.666666666666664,86.73333333333333, 20968.8
28.8,95.60000000000001, 1059.58
25.066666666666666,96.63333333333333, 1184.17
26.233333333333334,96.63333333333333, 2207.08
24.900000000000002,96.63333333333333, 609.583
24.099999999999998,96.63333333333333, 1.875
24.03333333333333,96.63333333333333, 1.042
23.7,96.63333333333333, 1.042
23.366666666666664,96.63333333333333, 1.042
22.96666666666667,96.63333333333333, 1.042
22.7,96.63333333333333, 1.042
22.03333333333333,96.3, 1.042
21.599999999999998,96.3, 1.042
21.133333333333336,95.63333333333333, 1.042
20.833333333333332,95.63333333333333, 1.042
20.5,95.63333333333333, 1.042
20.400000000000002,95.3, 1.042
20.266666666666666,95.3, 69.167
24.933333333333334,96.63333333333333, 4057.08
27.833333333333332,96.06666666666666, 3126.25
32.73333333333334,73.46666666666667, 12030
30.5,88.06666666666666, 7936.25
33.76666666666667,71.53333333333333, 24422.1
32.1,73.26666666666667, 9752.92
32.9,76.06666666666666, 8969.17
31.0,90.86666666666667, 7701.67
28.03333333333333,96.63333333333333, 7355.83
28.7,92.8, 4007.08
25.900000000000002,96.63333333333333, 808.333
24.433333333333334,96.63333333333333, 2.5
24.3,96.63333333333333, 1.042
23.633333333333336,96.63333333333333, 1.042
23.266666666666666,96.63333333333333, 1.042
23.3,96.63333333333333, 1.042
23.23333333333333,96.63333333333333, 1.042
22.53333333333333,96.63333333333333, 1.042
22.433333333333337,96.63333333333333, 1.042
22.2,96.3, 1.042
22.23333333333333,96.3, 1.042
22.033333333333335,96.3, 1.042
21.53333333333333,96.3, 1.042
21.233333333333334,95.96666666666665, 77.917
24.933333333333334,96.63333333333333, 3660.42
31.46666666666667,82.83333333333333, 6729.17
33.3,71.93333333333334, 9432.08
34.7,63.63333333333333, 12579.2
32.13333333333333,85.73333333333333, 25170.4
31.399999999999995,88.89999999999999, 8165.83
32.166666666666664,71.93333333333334, 4555.42
32.96666666666666,89.26666666666667, 6758.75
28.7,95.46666666666665, 1845.42
28.233333333333334,96.63333333333333, 2318.75
25.866666666666664,96.63333333333333, 293.75
24.96666666666667,96.63333333333333, 1.667
24.7,96.63333333333333, 1.042
24.233333333333334,96.63333333333333, 1.042
24.066666666666666,96.63333333333333, 1.042
23.366666666666664,96.63333333333333, 1.042
23.066666666666666,96.63333333333333, 1.042
23.366666666666664,96.63333333333333, 1.042
23.400000000000002,96.63333333333333, 1.042
23.23333333333333,96.63333333333333, 1.042
23.2,96.63333333333333, 1.042
23.066666666666666,96.63333333333333, 1.042
22.666666666666668,96.63333333333333, 1.042
22.666666666666668,96.63333333333333, 47.917
23.833333333333332,96.63333333333333, 1792.92
25.700000000000003,96.63333333333333, 4119.58
27.26666666666667,96.63333333333333, 4355.83
28.799999999999997,96.63333333333333, 6409.17
29.166666666666668,96.63333333333333, 8420.42
30.7,92.2, 9267.92
27.566666666666666,96.63333333333333, 3816.67
27.366666666666664,96.63333333333333, 5108.75
27.333333333333332,96.63333333333333, 4268.75
26.36666666666667,96.63333333333333, 2992.5
25.3,96.63333333333333, 967.083
23.599999999999998,96.63333333333333, 2.083
23.366666666666664,96.63333333333333, 1.042
23.166666666666668,96.63333333333333, 1.042
23.166666666666668,96.63333333333333, 1.042
22.96666666666667,96.63333333333333, 1.042
22.833333333333332,96.63333333333333, 1.042
22.900000000000002,96.63333333333333, 1.042
22.633333333333336,96.63333333333333, 1.042
22.599999999999998,96.63333333333333, 1.042
22.399999999999995,96.63333333333333, 1.042
22.133333333333336,96.3, 1.042
22.266666666666666,96.3, 1.042
22.066666666666666,96.3, 41.25
23.5,96.63333333333333, 2335.42
26.933333333333337,96.63333333333333, 5503.75
30.666666666666668,93.96666666666665, 9381.67
34.166666666666664,67.43333333333334, 13182.1
32.03333333333333,79.53333333333333, 11012.9
33.5,66.26666666666667, 14140.4
35.266666666666666,70.33333333333333, 18255.8
30.066666666666663,93.0, 4762.5
25.599999999999998,96.63333333333333, 937.917
24.333333333333332,96.63333333333333, 638.333
24.46666666666667,96.63333333333333, 710.417
23.933333333333334,96.63333333333333, 2.292
23.53333333333333,96.63333333333333, 1.042
23.566666666666666,96.63333333333333, 1.042
23.13333333333333,96.63333333333333, 1.042
23.166666666666668,96.63333333333333, 1.042
22.766666666666666,96.63333333333333, 1.042
22.2,96.3, 1.042
21.900000000000002,96.3, 1.042
21.866666666666664,96.3, 1.042
22.0,96.3, 1.042
21.8,96.3, 1.042
21.8,96.3, 1.042
21.166666666666668,95.63333333333333, 61.667
23.5,96.63333333333333, 2773.75
26.733333333333334,96.63333333333333, 5469.58
32.0,89.0, 10270.8
33.76666666666666,72.66666666666667, 14976.2
35.26666666666666,61.73333333333333, 24023.8
34.599999999999994,57.6, 19465.8
37.7,56.03333333333333, 18207.5
31.833333333333332,75.83333333333333, 6707.08
31.200000000000003,82.76666666666667, 5226.25
26.166666666666668,96.63333333333333, 103.333
23.866666666666664,96.63333333333333, 376.667
22.96666666666667,96.63333333333333, 1.458
22.96666666666667,96.63333333333333, 1.042
22.933333333333334,96.63333333333333, 1.042
23.0,96.63333333333333, 1.042
22.73333333333333,96.63333333333333, 1.042
22.599999999999998,96.63333333333333, 1.042
22.566666666666666,96.63333333333333, 1.042
22.26666666666667,96.3, 1.042
22.166666666666668,96.3, 1.042
21.73333333333333,96.3, 1.042
21.7,96.3, 1.042
21.099999999999998,95.63333333333333, 1.042
21.3,95.63333333333333, 85.417
22.933333333333334,96.63333333333333, 1953.75
31.366666666666664,83.53333333333333, 7101.25
32.46666666666667,73.26666666666667, 9381.25
34.300000000000004,63.03333333333333, 13705
35.5,61.63333333333333, 23519.2
37.46666666666667,57.1, 23923.3
32.0,85.06666666666666, 6397.5
25.76666666666667,96.63333333333333, 4272.92
26.666666666666668,96.63333333333333, 4597.5
26.833333333333332,96.63333333333333, 3445
24.53333333333333,96.63333333333333, 845
23.266666666666666,96.63333333333333, 2.708
23.0,96.63333333333333, 1.042
22.733333333333334,96.63333333333333, 1.042
22.53333333333333,96.63333333333333, 1.042
21.7,96.3, 1.042
21.3,95.63333333333333, 1.042
20.966666666666665,95.63333333333333, 1.042
20.766666666666666,95.63333333333333, 1.042
20.333333333333332,95.3, 1.042
20.166666666666668,95.3, 1.042
19.933333333333334,95.3, 1.042
20.066666666666666,95.3, 1.042
20.233333333333334,95.3, 60
21.566666666666663,96.3, 1876.67
31.0,81.96666666666667, 5017.5
33.1,69.8, 9229.58
35.233333333333334,56.166666666666664, 14242.1
36.50000000000001,57.03333333333333, 25136.2
33.86666666666667,57.13333333333333, 23237.9
35.6,52.73333333333333, 15062.5
34.266666666666666,58.53333333333333, 10782.5
32.699999999999996,67.0, 3386.25
31.066666666666666,84.8, 3569.58
27.066666666666666,95.3, 1174.58
24.53333333333333,96.63333333333333, 2.917
23.433333333333334,96.63333333333333, 1.042
23.03333333333333,96.63333333333333, 1.042
22.733333333333334,96.63333333333333, 1.042
22.633333333333336,96.63333333333333, 1.042
22.366666666666664,96.63333333333333, 1.042
22.066666666666666,96.3, 1.042
22.0,96.3, 1.042
21.900000000000002,96.3, 1.042
22.133333333333336,96.3, 1.042
21.96666666666667,96.3, 1.042
21.7,96.3, 1.042
21.63333333333333,96.3, 56.25
23.733333333333334,96.63333333333333, 3092.92
28.0,95.60000000000001, 4575.42
32.6,73.06666666666666, 9793.33
34.53333333333334,49.86666666666667, 15578.7
35.03333333333333,53.13333333333333, 23237.5
33.23333333333333,69.06666666666666, 19166.7
26.666666666666668,93.43333333333334, 2225
29.933333333333334,75.93333333333334, 7237.92
28.066666666666663,86.2, 4527.92
25.46666666666667,94.66666666666667, 3105.42
23.7,96.63333333333333, 321.667
23.0,96.63333333333333, 2.083
22.099999999999998,96.3, 1.042
22.0,96.3, 1.042
21.833333333333332,96.3, 1.042
21.733333333333334,96.3, 1.042
21.53333333333333,96.3, 1.042
21.5,96.3, 1.042
21.566666666666663,96.3, 1.042
21.53333333333333,96.3, 1.042
21.533333333333335,96.3, 1.042
20.966666666666665,95.63333333333333, 1.042
21.13333333333333,95.63333333333333, 1.042
20.866666666666664,95.63333333333333, 25.833
22.400000000000002,96.63333333333333, 2053.33
24.833333333333332,96.63333333333333, 4645.42
25.666666666666668,96.63333333333333, 5319.17
27.46666666666667,96.63333333333333, 6932.5
27.433333333333334,93.3, 7607.08
29.833333333333332,81.60000000000001, 10681.2
30.2,79.66666666666667, 8680
25.900000000000002,96.06666666666666, 4490.42
24.96666666666667,96.63333333333333, 2582.08
24.133333333333336,96.63333333333333, 2220
22.933333333333334,96.63333333333333, 467.5
21.766666666666666,96.3, 2.292
21.400000000000002,95.96666666666665, 1.042
21.433333333333337,96.3, 1.042
21.666666666666668,96.3, 1.042
21.533333333333335,96.3, 1.042
21.5,96.3, 1.042
21.46666666666667,96.3, 1.042
21.2,95.63333333333333, 1.042
20.8,95.63333333333333, 1.042
20.733333333333334,95.63333333333333, 1.042
20.73333333333333,95.63333333333333, 1.042
20.666666666666668,95.63333333333333, 1.042
20.433333333333334,95.63333333333333, 39.167
22.2,96.63333333333333, 1912.08
24.7,96.63333333333333, 3840.42
31.333333333333332,78.60000000000001, 10038.8
29.0,92.0, 6334.17
31.8,73.53333333333333, 9346.25
29.099999999999998,96.10000000000001, 20750
30.833333333333332,88.26666666666667, 5859.58
31.8,83.03333333333333, 10642.1
29.099999999999998,92.63333333333333, 6061.25
27.400000000000002,95.96666666666665, 3186.67
